category,loader_key,path,bytes,width,height,sha256,source_id,load_status
image,ENVIRONMENT_TEXTURE_KEYS.medicineEnergyDrink,src/assets/downloaded/environment/airos-food-items-32x32/purple_drink_32x32.png,1862,32,32,10fee311a33dc4ab6c9065e550a2c43bbd745d92d6d903a83215d9c773bdff72,airos-food-items,loaded
image,ENVIRONMENT_TEXTURE_KEYS.medicineBandage,src/assets/downloaded/environment/airos-medical-items-32x32/bandage_32x32.png,1011,32,32,3a65bff8e8c1fd84aac684a118029a3d6ec1fc46d79765a4863f4eb72952b966,airos-medical-items,loaded
image,ENVIRONMENT_TEXTURE_KEYS.medicineMedkit,src/assets/downloaded/environment/airos-medical-items-32x32/first_aid_kit_32x32.png,1171,32,32,d205c280d30c9fcfd91a0ce1422baeefe53b7bb7292295a1443947ef5b6b8945,airos-medical-items,loaded
font,UI_FONT_NAME,src/assets/downloaded/fonts/alibaba-puhuiti-3/AlibabaPuHuiTi-3-55-Regular.woff2,5256740,,,1cb8418d80b01ec08cb6f2d64b6244aaaf1bb80dc35491b66ddba16c5e24f444,alibaba-puhuiti-3,loaded
image,GAME_ASSET_KEYS.zombieWalker,src/assets/downloaded/zombies/zombie-rpg-sprites/1ZombieSpriteSheet.png,20009,124,144,aa6238f00cbf142247c0b9363da2c1af604b6ec273984c1377038ecb54522964,zombie-rpg-sprites,legacy-preload
image,GAME_ASSET_KEYS.zombieLurker,src/assets/downloaded/zombies/zombie-rpg-sprites/2ZombieSpriteSheet.png,20425,124,144,b437a673457298a69672b6495afbac653e5c29f51d480e649d81d24bf7d27c6c,zombie-rpg-sprites,legacy-preload
image,GAME_ASSET_KEYS.zombieRunner,src/assets/downloaded/zombies/zombie-rpg-sprites/3ZombieSpriteSheet.png,21175,124,144,21dd0d281f2c880eb2ac6b1d9b05fca4a61b59004b5789db3463c8779b3ce39e,zombie-rpg-sprites,legacy-preload
image,GAME_ASSET_KEYS.zombieDrifter,src/assets/downloaded/zombies/zombie-rpg-sprites/4ZombieSpriteSheet.png,21390,124,144,e322cab3daf89f6f28631fe81d1dc144d1aaa34cccbacda41176fb9658e820d5,zombie-rpg-sprites,legacy-preload
image,GAME_ASSET_KEYS.zombieBomber,src/assets/downloaded/zombies/zombie-rpg-sprites/6ZombieSpriteSheet.png,17902,124,144,aab98df9a411f350541be9495bda6768684fbc221a1bfbaa44b16413c0c56b6f,zombie-rpg-sprites,legacy-preload
audio,AUDIO_ASSET_KEYS.playerHurt01,src/assets/processed/audio/characters/player-hurt-01.mp3,7148,,,45f19e4f637ff0e8936186977aa7cb131f67a95ca68660686476a47da224322e,hurt-sound-effects,loaded
audio,AUDIO_ASSET_KEYS.playerHurt02,src/assets/processed/audio/characters/player-hurt-02.mp3,4797,,,7c4cd404830bf3cd5f10ff3340266f573922399d06bfb4573daf9093c5b69833,hurt-sound-effects,loaded
audio,AUDIO_ASSET_KEYS.playerHurt03,src/assets/processed/audio/characters/player-hurt-03.mp3,3963,,,9950c1dbbf3f2c75952510f1f2a2ab6f36586ba7e62f4f1e74ad64e82db2aa52,hurt-sound-effects,loaded
audio,AUDIO_ASSET_KEYS.zombieAttack01,src/assets/processed/audio/characters/zombie-attack-01.wav,227056,,,dad8280256985cadc5745f407c53ebdcf428d55e6369a70847e5b83d60e98c17,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.zombieAttack02,src/assets/processed/audio/characters/zombie-attack-02.wav,133220,,,6920b559f953d19737f65a9da5b31f7bb3e1421c48552f52d7a57399d507574b,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.zombieAttack03,src/assets/processed/audio/characters/zombie-attack-03.wav,182898,,,be9223a5c65ad1c1444e6e2153918d8c2a2a1dee59efeb36fa5bbb060c2bfed8,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.zombieDeath01,src/assets/processed/audio/characters/zombie-death-01.wav,381606,,,637f8d26b186005246a279fb19def56c81eebcf144c2346460ac1e4fc0075fc7,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.zombieDeath02,src/assets/processed/audio/characters/zombie-death-02.wav,420242,,,c954b6173399ed574c1c1350b8da4a5b465e0454cc810d6e49779fe121fafa34,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.zombieDeath03,src/assets/processed/audio/characters/zombie-death-03.wav,293286,,,91c33adaf9efa32d87c364eb2a679833a24ac5586c52f675f3e9cf8cedfde199,zombies-sound-pack,loaded
audio,AUDIO_ASSET_KEYS.criticalStinger01,src/assets/processed/audio/combat/critical-stinger-01.ogg,22089,,,8b3001d958d87d386b70288075b4025c751798ab0a4b12de7675da79096c51ea,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.dustBurst01,src/assets/processed/audio/combat/dust-burst-01.ogg,20473,,,dd65899a487e2d307f86e7e5602f63b4cc2e2f77e6414b11ca84fca27ffdf10d,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.executeStinger01,src/assets/processed/audio/combat/execute-stinger-01.ogg,23331,,,46852b9233249ea9c146f8f49780ab0cb585d6d509f56f4ab3ca46fd6f8648ed,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.explosion01,src/assets/processed/audio/combat/explosion-01.ogg,25549,,,f31e12359b96b5e4d43edbcd533630b32421e55bc0b08aec4520d2ed45cd1a93,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.fleshHit01,src/assets/processed/audio/combat/flesh-hit-01.ogg,14762,,,fee785537678a33d150310e8ae75eeaa439b0e1e9aa55aef19651d12013a067f,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.fleshHit02,src/assets/processed/audio/combat/flesh-hit-02.ogg,17176,,,22f2bfcfb8e211ea19b0af0adc1ae7df7bce137a7a159303840f9b95992d5d61,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.fleshHit03,src/assets/processed/audio/combat/flesh-hit-03.ogg,20643,,,c8948294e7885ada74bcab6efb6c60613b74241cc58eacd18e81aa6bd33449b8,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.heartbeatThump01,src/assets/processed/audio/combat/heartbeat-thump-01.ogg,13086,,,2468a1635460a2da0ed7b0d91417f787f925b26d900042ce289ebcebad7ec652,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.metalHit01,src/assets/processed/audio/combat/metal-hit-01.ogg,27067,,,f638423b1c67c9aeb0db9410b968ca1a89de728f3117f1bdd35a4fc7be4130ed,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.metalHit02,src/assets/processed/audio/combat/metal-hit-02.ogg,33808,,,e5ac67a63335d849ffbc4a02fa60ceede0747e7854ebc3554c745b2d52f652cd,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.metalHit03,src/assets/processed/audio/combat/metal-hit-03.ogg,30116,,,16b6d8272f13ee84b40cb9e0863d412fcbf88e1ce46a5c59691eb53e18ed7d17,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.pierceStinger01,src/assets/processed/audio/combat/pierce-stinger-01.ogg,18922,,,8f52c3a878e87ea2abb8f7a9fba90d0ec32034393661ddf87ba2b2b086024195,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.battleMusic,src/assets/processed/audio/music/battle.wav,4368690,,,4e9614d4bc07e91e4d279199fbef4ab1b02ec190e4c47f5d1741e44b25e87ba9,fast-fight-battle,loaded
audio,AUDIO_ASSET_KEYS.bossMusic,src/assets/processed/audio/music/boss.ogg,3530272,,,16e6949ab7e8e83533f50602a51bdd535a812b430cd4ad839f1f9b0100fac614,trance-boss-battle,loaded
audio,AUDIO_ASSET_KEYS.menuMusic,src/assets/processed/audio/music/menu.ogg,2021058,,,10cdeb8e7ede29f8afeedaec23f16297752a89aac36c37b06a0262b5190efaad,empty-city,loaded
audio,AUDIO_ASSET_KEYS.bossAlert01,src/assets/processed/audio/ui/boss-alert-01.ogg,10225,,,f1ee4c1ac8bfe1a82eacb54b26f49e8974bab93bcf10c01800bc10dbf730f559,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.uiConfirm01,src/assets/processed/audio/ui/confirm-01.ogg,8968,,,063564703b6094d70718a3e787a55cc9141611e4ecd6b6637f8828f79b4a8c3a,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.uiConfirm02,src/assets/processed/audio/ui/confirm-02.ogg,14169,,,33b17a9a9a2397c62b285c52c33a907fdffb476909c99e42dde603f6a7a8b12c,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.uiMove01,src/assets/processed/audio/ui/move-01.ogg,5468,,,aec0c31ea934a35936ae0d2ab8fac8123c93aa5647f935853a58dbaf90278b7a,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.uiMove02,src/assets/processed/audio/ui/move-02.ogg,5463,,,4cc6ac5341b9b2c86fef80c347de028e9ab9f2e037586ac7d9fa59a403a1c012,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.pickup01,src/assets/processed/audio/ui/pickup-01.ogg,38999,,,b29cf8f3885eb2a266a16455227288dd3e004ea0414d2823b1a8677915f862d1,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.streakStinger01,src/assets/processed/audio/ui/streak-stinger-01.ogg,12391,,,568967a3d9f8a8f6af54ea01729c4882284308f2a27d78c07ffd7ee0d6951661,kenney-interface-sounds,loaded
audio,AUDIO_ASSET_KEYS.wave01,src/assets/processed/audio/ui/wave-01.ogg,55320,,,4780a38e91688b59899b3679cf3534b4b75654b45a177af9d9fb681c447f7f9a,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.empty01,src/assets/processed/audio/weapons/empty-01.ogg,12076,,,a24004ad0adbc08571324456963533c496bd27cf4808b40cb90833dc06b95792,100-cc0-sfx,loaded
audio,AUDIO_ASSET_KEYS.firearmCz01,src/assets/processed/audio/weapons/firearm-cz-01.wav,249644,,,5a04fbd9c0425f5f668a0563f5a75e2c3b3f54d2443e943ebc8d91cdce277b78,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmCz02,src/assets/processed/audio/weapons/firearm-cz-02.wav,211244,,,facae04f028ab2d87217eda405f2616ec9bfe52cdcfa9d413c9cb43a233c251c,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmCz03,src/assets/processed/audio/weapons/firearm-cz-03.wav,153644,,,9f9e28a5201e41f7d66cb2264068000651def697a69887774909c6b61a53223d,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmCz04,src/assets/processed/audio/weapons/firearm-cz-04.wav,169004,,,859aecfc7e45a3881256e323cf33a4437de2a631135d42ec3687125cb7150e36,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmMosin01,src/assets/processed/audio/weapons/firearm-mosin-01.wav,305324,,,ff893f082b224f6034fec5e911bb99ca0a5644cac6964ca224ca794cc9e87143,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmMosin02,src/assets/processed/audio/weapons/firearm-mosin-02.wav,299564,,,5dae65fd56cb95fc90f4a47ea03965df44f498d2891e02ea59649b87805a64b7,gunshot-sounds,loaded
audio,AUDIO_ASSET_KEYS.firearmMosin03,src/assets/processed/audio/weapons/firearm-mosin-03.wav,295724,,,bdf4e95987c417999b4a81a2c00f70d30d09bf4275089174e8a427bf778068f5,gunshot-sounds,loaded
